"1. YEAR","2. TRIFD","3. FRS ID","4. FACILITY NAME","5. STREET ADDRESS","6. CITY","7. COUNTY","8. ST","9. ZIP","10. BIA","11. TRIBE","12. LATITUDE","13. LONGITUDE","14. HORIZONTAL DATUM","15. PARENT CO NAME","16. PARENT CO DB NUM","17. STANDARD PARENT CO NAME","18. FOREIGN PARENT CO NAME","19. FOREIGN PARENT CO DB NUM","20. STANDARD FOREIGN PARENT CO NAME","21. FEDERAL FACILITY","22. INDUSTRY SECTOR CODE","23. INDUSTRY SECTOR","24. PRIMARY SIC","25. SIC 2","26. SIC 3","27. SIC 4","28. SIC 5","29. SIC 6","30. PRIMARY NAICS","31. NAICS 2","32. NAICS 3","33. NAICS 4","34. NAICS 5","35. NAICS 6","36. DOC_CTRL_NUM","37. CHEMICAL","38. ELEMENTAL METAL INCLUDED","39. TRI CHEMICAL/COMPOUND ID","40. CAS#","41. SRS ID","42. CLEAN AIR ACT CHEMICAL","43. CLASSIFICATION","44. METAL","45. METAL CATEGORY","46. CARCINOGEN","47. PBT","48. PFAS","49. FORM TYPE","50. UNIT OF MEASURE","51. 5.1 - FUGITIVE AIR","52. 5.2 - STACK AIR","53. 5.3 - WATER","54. 5.4 - UNDERGROUND","55. 5.4.1 - UNDERGROUND CL I","56. 5.4.2 - UNDERGROUND C II-V","57. 5.5.1 - LANDFILLS","58. 5.5.1A - RCRA C LANDFILL","59. 5.5.1B - OTHER LANDFILLS","60. 5.5.2 - LAND TREATMENT","61. 5.5.3 - SURFACE IMPNDMNT","62. 5.5.3A - RCRA SURFACE IM","63. 5.5.3B - OTHER SURFACE I","64. 5.5.4 - OTHER DISPOSAL","65. ON-SITE RELEASE TOTAL","66. 6.1 - POTW - TRNS RLSE","67. 6.1 - POTW - TRNS TRT","68. POTW - TOTAL TRANSFERS","69. 6.2 - M10","70. 6.2 - M41","71. 6.2 - M62","72. 6.2 - M40 METAL","73. 6.2 - M61 METAL","74. 6.2 - M71","75. 6.2 - M81","76. 6.2 - M82","77. 6.2 - M72","78. 6.2 - M63","79. 6.2 - M66","80. 6.2 - M67","81. 6.2 - M64","82. 6.2 - M65","83. 6.2 - M73","84. 6.2 - M79","85. 6.2 - M90","86. 6.2 - M94","87. 6.2 - M99","88. OFF-SITE RELEASE TOTAL","89. 6.2 - M20","90. 6.2 - M24","91. 6.2 - M26","92. 6.2 - M28","93. 6.2 - M93","94. OFF-SITE RECYCLED TOTAL","95. 6.2 - M56","96. 6.2 - M92","97. OFF-SITE ENERGY RECOVERY T","98. 6.2 - M40 NON-METAL","99. 6.2 - M50","100. 6.2 - M54","101. 6.2 - M61 NON-METAL","102. 6.2 - M69","103. 6.2 - M95","104. OFF-SITE TREATED TOTAL","105. 6.2 - UNCLASSIFIED","106. 6.2 - TOTAL TRANSFER","107. TOTAL RELEASES","108. 8.1 - RELEASES","109. 8.1A - ON-SITE CONTAINED","110. 8.1B - ON-SITE OTHER","111. 8.1C - OFF-SITE CONTAIN","112. 8.1D - OFF-SITE OTHER R","113. 8.2 - ENERGY RECOVER ON","114. 8.3 - ENERGY RECOVER OF","115. 8.4 - RECYCLING ON SITE","116. 8.5 - RECYCLING OFF SIT","117. 8.6 - TREATMENT ON SITE","118. 8.7 - TREATMENT OFF SITE","119. PRODUCTION WSTE (8.1-8.7)","120. 8.8 - ONE-TIME RELEASE","121. PROD_RATIO_OR_ ACTIVITY","122. 8.9 - PRODUCTION RATIO","Country"
2020,"3678WLSNPC15NCL",110060259072,"LOUISIANA-PACIFIC CORP. CLARKE COUNTY OSB","1500 N. CLARKE INDUSTRIAL ROAD","THOMASVILLE","CLARKE","AL","36784",NA,NA,31.861365,-87.735625,"NAD83","LOUISIANA PACIFIC CORP","061500534","LOUISIANA PACIFIC CORP",NA,NA,NA,"NO",321,"Wood Products",NA,NA,NA,NA,NA,NA,321219,NA,NA,NA,NA,NA,1320219186119,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",822,10627,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","11449.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","11449.0000000000","0E-10","0E-10","11449.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","159407.0000000000","0E-10","170856.0000000",NA,"PRODUCTION",0.95,"USA"
2020,"37331MNVLLHWY41",110000745524,"JOHNS MANVILLE","2235 US-411 N","ETOWAH","MCMINN","TN","37331",NA,NA,35.36813,-84.520764,"NAD83","BERKSHIRE HATHAWAY INC","045426558","BERKSHIRE HATHAWAY INC",NA,NA,NA,"NO",313,"Textiles",NA,NA,NA,NA,NA,NA,313230,327212,NA,NA,NA,NA,1320219055872,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",1765,1498,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","3263.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","3263.0000000000","0E-10","0E-10","3263.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","3263.0000000",NA,"PRODUCTION",0.9,"USA"
2020,"22170TMTNC1200S",110000340890,"TTM TECHNOLOGIES N.A. LLC.","1200 SEVERN WAY","DULLES","LOUDOUN","VA","20166",NA,NA,39.020928,-77.431277,"NAD83","TTM TECHNOLOGIES INC","78956879","TTM TECHNOLOGIES INC",NA,NA,NA,"NO",334,"Computers and Electronic Products",NA,NA,NA,NA,NA,NA,334412,NA,NA,NA,NA,NA,1320219322637,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","A","Pounds",0,0,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-7","0E-7",NA,0,"USA"
2020,"36582BSFPR4201A",110042852838,"BASF TRILON M","4201 DEGUSSA RD UNIT C","THEODORE","MOBILE","AL","36582",NA,NA,30.51452,-88.12353,"NAD83","BASF CORP","001307032","BASF CORP",NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325199,NA,NA,NA,NA,NA,1320219319732,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",293,2340,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","2633.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","144.0000000000","0E-10","144.0000000000","0E-10","1317.0000000000","0E-10","0E-10","0E-10","0E-10","1317.0000000000","0E-10","1461.0000000000","2633.0000000000","0E-10","0E-10","2633.0000000000","0E-10","0E-10","0E-10","144.0000000000","0E-10","0E-10","1184.0000000000","1317.0000000000","5278.0000000",NA,"PRODUCTION",1.09,"USA"
2020,"98550PNLTC2999J",110021074790,"PANELTECH","2999 JOHN STEVENS WAY","HOQUIAM","GRAYS HARBOR","WA","98550",NA,NA,46.969462,-123.855145,"NAD83",NA,NA,NA,NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325211,NA,NA,NA,NA,NA,1320219104953,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",0,1186.6,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","1186.6000000000","94.9280000000","1091.6720000000","1186.6000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","94.9280000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","1000.0000000000","0E-10","0E-10","0E-10","0E-10","2091.6720000000","0E-10","2186.6000000000","1281.5280000000","0E-10","0E-10","1186.6000000000","0E-10","94.9280000000","0E-10","0E-10","0E-10","0E-10","29466.7000000000","2091.6720000000","32839.9000000",NA,"PRODUCTION",0.93,"USA"
2020,"56267MRRSGHWY59",110070239917,"DENCO II LLC","227 S COUNTY RD 22","MORRIS","STEVENS","MN","56267",NA,NA,45.5747,-95.9108,"NAD83",NA,NA,NA,NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325193,NA,NA,NA,NA,NA,1320219332259,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",9,1055,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","1064.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","1064.0000000000","0E-10","0E-10","1064.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","72272.0000000000","0E-10","73336.0000000",NA,"PRODUCTION",0.89,"USA"
2020,"9280WMLSCH124NB",110012238603,"MILES CHEMICAL CO","1240 N KNOLLWOOD CIR","ANAHEIM","ORANGE","CA","92801",NA,NA,33.85187,-117.97923,"NAD83",NA,NA,NA,NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,NA,NA,NA,NA,NA,1320218763326,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","A","Pounds",0,0,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-7","0E-7",NA,0,"USA"
2020,"4762WBNGBN8999W",110039173854,"GREEN PLAINS MOUNT VERNON LLC","8999 W FRANKLIN RD","MOUNT VERNON","POSEY","IN","47620",NA,NA,37.905263,-87.722552,"NAD83","GREEN PLAINS RENEWABLE ENERGY INC","186380718","GREEN PLAINS RENEWABLE ENERGY INC",NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325193,NA,NA,NA,NA,NA,1320219117482,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",20,2700,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","2720.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","2720.0000000000","0E-10","0E-10","2720.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","120000.0000000000","0E-10","122720.0000000",NA,"PRODUCTION",1.16,"USA"
2020,"79706LFLDS2614S",110035297611,"OILFIELD SOLUTIONS INC","2614 S COUNTY RD 1257","MIDLAND","MIDLAND","TX","79706",NA,NA,31.942974,-102.184704,"NAD83",NA,NA,NA,NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,NA,NA,NA,NA,NA,1320218919936,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",0,0,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-7",NA,"ACTIVITY",0.75,"USA"
2020,"29440VCHMCPENNY",110070827538,"3V SIGMA USA","888 WOODSTOCK ST","GEORGETOWN","GEORGETOWN","SC","29440",NA,NA,33.362222,-79.383056,"NAD83",NA,NA,NA,NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,NA,NA,NA,NA,NA,1320218834962,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",0,0.01,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0.0100000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0.0100000000","0E-10","0E-10","0.0100000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","5.3000000000","0E-10","5.3100000",NA,"ACTIVITY",1.64,"USA"
2020,"7730WCNLNS14292",110034498666,"LAMBERTI USA CONROE PLANT 8910","14292 KOALSTAD ROAD","CONROE","MONTGOMERY","TX","77302",NA,NA,30.2458,-95.3754,"NAD83","LAMBERTI USA INC","125056379","LAMBERTI USA INC","LAMBERTI S.P.A.","428732432",NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325613,NA,NA,NA,NA,NA,1320219370424,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",126.5,41.2,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","167.7000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","66.8000000000","66.8000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","66.8000000000","234.5000000000","0E-10","0E-10","167.7000000000","0E-10","66.8000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","234.5000000",NA,"PRODUCTION",0.42,"USA"
2020,"30082MYCHM5544O",110015326869,"COMPASS CHEMICAL INTERNATIONAL LLC","5544 OAKDALE RD SE","SMYRNA","COBB","GA","30082",NA,NA,33.818518,-84.50057,"NAD83","ITALMATCH USA CORP","079097066","ITALMATCH USA CORP","ITALMATCH CHEMICALS S.P.A.","565132532",NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325199,325180,NA,NA,NA,NA,1320218935649,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",19.24,1.12,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","20.3600000000","23.0400000000","264.9600000000","288.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","23.0400000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","264.9600000000","0E-10","288.0000000000","43.4000000000","0E-10","0E-10","20.3600000000","0E-10","23.0400000000","0E-10","0E-10","0E-10","0E-10","0E-10","264.9600000000","308.3600000",NA,"ACTIVITY",0.92,"USA"
2020,"26627WYRHSUSHWY",110000586189,"WEYERHAEUSER NR CO - SUTTON OSB","3601 GAULEY TURNPIKE","HEATERS","BRAXTON","WV","26627",NA,NA,38.761713,-80.655592,"NAD83","WEYERHAEUSER CO","828789524","WEYERHAEUSER CO",NA,NA,NA,"NO",321,"Wood Products",NA,NA,NA,NA,NA,NA,321219,NA,NA,NA,NA,NA,1320218783532,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",0,12306.8,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","12306.8000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","12306.8000000000","0E-10","0E-10","12306.8000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","9610.1000000000","0E-10","21916.9000000",NA,"PRODUCTION",1.02,"USA"
2020,"90670BRNNT10747",110012700700,"BRENNTAG PACIFIC INC","10747 PATTERSON PL","SANTA FE SPRINGS","LOS ANGELES","CA","90670",NA,NA,33.937333,-118.060278,"NAD83","BRENNTAG N.A. INC","145865148",NA,"BRENNTAG AG","507091739",NA,"NO",4246,"Chemical Wholesalers",NA,NA,NA,NA,NA,NA,424690,NA,NA,NA,NA,NA,1320219012097,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","A","Pounds",0,0,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-7","0E-7",NA,0,"USA"
2020,"6362WHLCMS2942U",110017697429,"HOLCIM (US) INC. - STE. GENEVIEVE PLANT","2942 US HIGHWAY 61","BLOOMSDALE","STE. GENEVIEVE","MO","63627",NA,NA,38.109942,-90.257947,"NAD83","HOLCIM (US) INC","608963674",NA,NA,NA,NA,"NO",327,"Nonmetallic Mineral Product",NA,NA,NA,NA,NA,NA,327310,NA,NA,NA,NA,NA,1320218902221,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",0,51650,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","51650.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","51650.0000000000","0E-10","0E-10","51650.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","51650.0000000",NA,"PRODUCTION",1.1,"USA"
2020,"54659TLSRSN75CU",110038845916,"BADGER MINING CORP TAYLOR COATING PLANT","N7530 COUNTY ROAD P","TAYLOR","JACKSON","WI","54659",NA,NA,44.341725,-91.124178,"NAD83","NORTH CLIFF CORP","032048763","NORTH CLIFF CORP",NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,212322,NA,NA,NA,NA,1320218681207,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",3,116,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","119.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","119.0000000000","0E-10","0E-10","119.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","4741.0000000000","0E-10","4860.0000000",NA,"PRODUCTION",0.41,"USA"
2020,"29644CLRRS300IN",110000354483,"ASCENT CHEMICALS","300 INTERNATIONAL BLVD","FOUNTAIN INN","LAURENS","SC","29644",NA,NA,34.669669,-82.194937,"NAD83",NA,NA,NA,NA,NA,NA,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,325320,NA,NA,NA,NA,1320219173731,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",5,5,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","10.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","10.0000000000","0E-10","0E-10","10.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","10.0000000",NA,"PRODUCTION",1.1,"USA"
2020,"71654PTLTCHIGHW",110012414985,"CLEARWATER PAPER CORP","5082 HWY 4 N","ARKANSAS CITY","DESHA","AR","71630",NA,NA,33.7065,-91.236,"NAD83","CLEARWATER PAPER CORP","782437318","CLEARWATER PAPER CORP",NA,NA,NA,"NO",322,"Paper",NA,NA,NA,NA,NA,NA,322130,322121,322110,NA,NA,NA,1320219174214,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",21,10020,"806.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","4.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","10851.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","10851.0000000000","0E-10","4.0000000000","10847.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","7944.0000000000","0E-10","18795.0000000",NA,"PRODUCTION",0.99,"USA"
2020,"71635GRGPCPAPER",110000450921,"GEORGIA-PACIFIC CROSSETT PAPER OPERATIONS","100 MILL SUPPLY RD","CROSSETT","ASHLEY","AR","71635",NA,NA,33.139372,-91.96557,"NAD83","KOCH INDUSTRIES INC","006944334","KOCH INDUSTRIES INC",NA,NA,NA,"NO",322,"Paper",NA,NA,NA,NA,NA,NA,322121,322291,NA,NA,NA,NA,1320219137282,"Formaldehyde","NO","0000050000","50-00-0",1008,"YES","TRI","NO","Non_Metal","YES","NO","NO","R","Pounds",30,710,"0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","740.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","740.0000000000","0E-10","0E-10","740.0000000000","0E-10","0E-10","0E-10","0E-10","0E-10","0E-10","140000.0000000000","0E-10","140740.0000000",NA,"PRODUCTION",0.79,"USA"
